rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance
1537750000000,,0,,1382,250000000,"""map""",,,,0.028929263476763147,0.02992561387932492,0.0,,0.0,0.0,0.0012084252558080954,0.9999992698539341,"[0.20526461018397255, -0.020422716985531168, 0.0, 0.0, 0.0, 0.0, -0.020422716985531175, 0.18323433970834682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05574119485430754]"
1584520000000,,1,,1584,480000000,"""map""",,,,0.1739726127695633,0.03372913463605058,0.0,,0.0,0.0,0.09717255746257286,0.995267548991819,"[0.17591340193955496, -0.03571119545957908, 0.0, 0.0, 0.0, 0.0, -0.035711195459579084, 0.12250757298733375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04236118171780679]"
1584890000000,,2,,1584,860000000,"""map""",,,,0.25152536682731275,0.060358057588685184,0.0,,0.0,0.0,0.19540815886744406,0.9807220051819148,"[0.14969738716105416, -0.0452990217782014, 0.0, 0.0, 0.0, 0.0, -0.04529902177820139, 0.10037778854784274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03062291811035861]"
1585370000000,,3,,1585,340000000,"""map""",,,,0.3180456545892414,0.10230681552246279,0.0,,0.0,0.0,0.2924215757598678,0.9562895074349168,"[0.11405987842683331, -0.05461705479346048, 0.0, 0.0, 0.0, 0.0, -0.054617054793460476, 0.0889964120088687, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01976707164537665]"
1585810000000,,4,,1585,760000000,"""map""",,,,0.3710610465589514,0.13293454391523393,0.0,,0.0,0.0,0.396229549288251,0.918151482202599,"[0.09990942606694328, -0.056456145119186736, 0.0, 0.0, 0.0, 0.0, -0.056456145119186736, 0.08155411555053792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015334503228836097]"
1586120000000,,5,,1586,90000000,"""map""",,,,0.45220795672800274,0.19416156513195532,0.0,,0.0,0.0,0.49569206780311736,0.8684983442224111,"[0.08479641677152241, -0.049629671623360135, 0.0, 0.0, 0.0, 0.0, -0.04962967162336013, 0.0747389112707888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01268087994421531]"
1586450000000,,6,,1586,420000000,"""map""",,,,0.5352272070785007,0.2735274294477202,0.0,,0.0,0.0,0.5899579281690359,0.807433986769506,"[0.07895366142488702, -0.04100657647975181, 0.0, 0.0, 0.0, 0.0, -0.04100657647975181, 0.05937593679232071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012087086464892647]"
1586850000000,,7,,1586,810000000,"""map""",,,,0.5579887229889651,0.4052293494092681,0.0,,0.0,0.0,0.6761741942516194,0.7367417858572793,"[0.0735811086951278, -0.032855324411603076, 0.0, 0.0, 0.0, 0.0, -0.03285532441160305, 0.05002446195223126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010737533952207898]"
1587370000000,,8,,1587,330000000,"""map""",,,,0.5702898364190542,0.6362129281318305,0.0,,0.0,0.0,0.7298027462932022,0.6836577736725444,"[0.06609067268493474, -0.025723786503063062, 0.0, 0.0, 0.0, 0.0, -0.025723786503063062, 0.04954160874295144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012255347019643094]"
1587870000000,,9,,1587,840000000,"""map""",,,,0.5331116417629175,0.8452862628040686,0.0,,0.0,0.0,0.7478498989135214,0.6638678548438958,"[0.06410262166343245, -0.019273820193050073, 0.0, 0.0, 0.0, 0.0, -0.019273820193050073, 0.04514563094745161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010705642095401018]"
1588400000000,,10,,1588,360000000,"""map""",,,,0.4527075753591154,1.0631256954556765,0.0,,0.0,0.0,0.7449290267377882,0.6671437214899737,"[0.06300380327544505, -0.012234123926198437, 0.0, 0.0, 0.0, 0.0, -0.012234123926198437, 0.03663201838719665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008409641720182673]"
1588880000000,,11,,1588,870000000,"""map""",,,,0.3331962816043787,1.2926046757583989,0.0,,0.0,0.0,0.7391310911200746,0.6735616008500247,"[0.0505130280571659, -0.0055726049188196125, 0.0, 0.0, 0.0, 0.0, -0.005572604918819668, 0.0279085161680368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006130964881669362]"
1589430000000,,12,,1589,400000000,"""map""",,,,0.25210097688587774,1.530199762356277,0.0,,0.0,0.0,0.7053740179504451,0.708835308658115,"[0.03452939381841533, -0.0032836562385166745, 0.0, 0.0, 0.0, 0.0, -0.0032836562385166745, 0.018908390654404528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003206174419315611]"
1589970000000,,13,,1589,930000000,"""map""",,,,0.21295703335425367,1.7861021545067848,0.0,,0.0,0.0,0.6673616528493946,0.7447337942554535,"[0.017244567376907605, -0.0008726517777262743, 0.0, 0.0, 0.0, 0.0, -0.0008726517777262743, 0.013655063706514703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018480360552358976]"
1590470000000,,14,,1590,460000000,"""map""",,,,0.22614703163892388,2.0483360441721636,0.0,,0.0,0.0,0.6309482620518923,0.775824909766177,"[0.008531474663718543, 2.5207461649745522e-05, 0.0, 0.0, 0.0, 0.0, 2.5207461649801033e-05, 0.010770579205915176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014524935625440955]"
1591060000000,,15,,1591,30000000,"""map""",,,,0.2834098582850887,2.3208045708140075,0.0,,0.0,0.0,0.5970256284241199,0.8022221631224014,"[0.005985037254637546, -0.00028057141674175945, 0.0, 0.0, 0.0, 0.0, -0.00028057141674164843, 0.0066377941266200224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014618042650261633]"
1591630000000,,16,,1591,600000000,"""map""",,,,0.3574601638805903,2.5904297752671144,0.0,,0.0,0.0,0.5761022799778597,0.8173776134714675,"[0.004474973170119884, -0.0004167055420770671, 0.0, 0.0, 0.0, 0.0, -0.00041670554207717814, 0.004037242212503678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014570412626852074]"
1592210000000,,17,,1592,200000000,"""map""",,,,0.45616395920158986,2.871018640893866,0.0,,0.0,0.0,0.5581572782799599,0.8297351702218652,"[0.002849687310139515, 0.00010338830344069905, 0.0, 0.0, 0.0, 0.0, 0.00010338830344069905, 0.003530912852500734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015059808793512692]"
1592840000000,,18,,1592,820000000,"""map""",,,,0.5711112390864279,3.1544595044433206,0.0,,0.0,0.0,0.5468925194108984,0.8372028262090376,"[0.003006499152022224, 0.00015278025865606004, 0.0, 0.0, 0.0, 0.0, 0.000152780258655838, 0.003687189927932266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016189583621910803]"
1593480000000,,19,,1593,450000000,"""map""",,,,0.6906572575744379,3.4393614705368414,0.0,,0.0,0.0,0.5422840881905417,0.8401951961867865,"[0.0032047461745551287, -0.00023704370023081012, 0.0, 0.0, 0.0, 0.0, -0.00023704370023036603, 0.003265734443210988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018224961590199652]"
1594080000000,,20,,1594,70000000,"""map""",,,,0.8084769210977287,3.724819162665768,0.0,,0.0,0.0,0.5398751895334466,0.8417450800130791,"[0.003136995135080811, -5.385013342573686e-05, 0.0, 0.0, 0.0, 0.0, -5.385013342573686e-05, 0.002929196566672232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001853012384618333]"
1594720000000,,21,,1594,690000000,"""map""",,,,0.9277630789370555,4.008611648126083,0.0,,0.0,0.0,0.5473793451800623,0.8368846112041052,"[0.0031226836571005556, 0.0002353761586584291, 0.0, 0.0, 0.0, 0.0, 0.0002353761586584291, 0.0032016093877764717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001668587095187263]"
1595360000000,,22,,1595,330000000,"""map""",,,,1.0648533869155428,4.299903533472351,0.0,,0.0,0.0,0.5062042140144886,0.8624136442067541,"[0.0036760362946646197, 0.00010667494200955474, 0.0, 0.0, 0.0, 0.0, 0.00010667494200866656, 0.0034218575454012523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018100937293470138]"
1596060000000,,23,,1596,30000000,"""map""",,,,1.2530823927269081,4.592077897699618,0.0,,0.0,0.0,0.43157038260831876,0.9020792675010935,"[0.004346179854226362, 3.656297285381527e-05, 0.0, 0.0, 0.0, 0.0, 3.656297285381527e-05, 0.004414199979645872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002061548443721405]"
1596680000000,,24,,1596,640000000,"""map""",,,,1.4648189497730975,4.809222934723686,0.0,,0.0,0.0,0.3370983809104503,0.9414694267938566,"[0.004712455049824982, 0.00035728914263533085, 0.0, 0.0, 0.0, 0.0, 0.00035728914263533085, 0.004603189698762833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023559228284904254]"
1597250000000,,25,,1597,190000000,"""map""",,,,1.691964709294231,4.9632968904518995,0.0,,0.0,0.0,0.25622981860180416,0.9666158906511347,"[0.005358417048262343, -8.492519225278272e-05, 0.0, 0.0, 0.0, 0.0, -8.492519225278272e-05, 0.004942847911269865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00309050353790703]"
1597740000000,,26,,1597,710000000,"""map""",,,,1.932648325580284,5.072704598912175,0.0,,0.0,0.0,0.19543805228321834,0.9807160484664977,"[0.00556256661465282, -0.0003684586835479564, 0.0, 0.0, 0.0, 0.0, -0.00036845868354618005, 0.0050321558405244105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003255697471283277]"
1598260000000,,27,,1598,230000000,"""map""",,,,2.1833218230542175,5.157310677111235,0.0,,0.0,0.0,0.14305455872820272,0.9897148039850062,"[0.006677823699956065, -0.0006293942867738878, 0.0, 0.0, 0.0, 0.0, -0.0006293942867721114, 0.00580334842619834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003594371951540376]"
1598760000000,,28,,1598,740000000,"""map""",,,,2.433272181289036,5.210684923186602,0.0,,0.0,0.0,0.10528826584731442,0.9944417434293802,"[0.006916473269511059, -0.0005853162544582347, 0.0, 0.0, 0.0, 0.0, -0.0005853162544582347, 0.006661147836222625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034805995510110593]"
1599280000000,,29,,1599,250000000,"""map""",,,,2.6985683036685315,5.234774754695434,0.0,,0.0,0.0,0.06846231769055078,0.9976537029733504,"[0.006625268467217005, -0.0010132147078198983, 0.0, 0.0, 0.0, 0.0, -0.0010132147078216747, 0.008752850934090617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037299194412488833]"
1599800000000,,30,,1599,750000000,"""map""",,,,2.9450936827194276,5.248209531547172,0.0,,0.0,0.0,0.05173568339597288,0.9986608128206251,"[0.006346521663900262, -0.0009137915492463122, 0.0, 0.0, 0.0, 0.0, -0.0009137915492463122, 0.008179447893169822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003168396976641668]"
1600280000000,,31,,1600,260000000,"""map""",,,,3.1973587652494317,5.256401669113914,0.0,,0.0,0.0,0.03607811421480207,0.9993489729192219,"[0.005863455047617094, -0.00031464123048863257, 0.0, 0.0, 0.0, 0.0, -0.00031464123048863257, 0.008013243404459303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024650884085011134]"
1600810000000,,32,,1600,780000000,"""map""",,,,3.4551377118174464,5.26407766631172,0.0,,0.0,0.0,0.02318485160613469,0.9997311951999905,"[0.004887363960618174, 0.00024112391169950342, 0.0, 0.0, 0.0, 0.0, 0.00024112391169950342, 0.006369771955288428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002311662599168444]"
1601320000000,,33,,1601,290000000,"""map""",,,,3.712837766489668,5.262500827931107,0.0,,0.0,0.0,0.015148909305501574,0.9998852486894952,"[0.004406811348122375, 0.0004848480870798255, 0.0, 0.0, 0.0, 0.0, 0.00048484808708337823, 0.005588485377735708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0017531421713971348]"
1601860000000,,34,,1601,810000000,"""map""",,,,3.968824657238924,5.265455828266038,0.0,,0.0,0.0,0.013949483086959024,0.9999027012272778,"[0.00427428116540618, 0.00019608634653778267, 0.0, 0.0, 0.0, 0.0, 0.00019608634653778267, 0.005097198001845271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015894140706490686]"
1602350000000,,35,,1602,340000000,"""map""",,,,4.229477268292052,5.266972660783172,0.0,,0.0,0.0,0.010615579104601354,0.9999436531526533,"[0.004847265961199554, 6.697495390994845e-05, 0.0, 0.0, 0.0, 0.0, 6.697495390994845e-05, 0.004837126092088084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014237267237620312]"
1602860000000,,36,,1602,850000000,"""map""",,,,4.4782321171879005,5.264857464196837,0.0,,0.0,0.0,0.014994466486593515,0.9998875766678884,"[0.005187552164269249, -0.0002837358372218546, 0.0, 0.0, 0.0, 0.0, -0.00028373583721119644, 0.004190864774038516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014519198319161172]"
1603380000000,,37,,1603,360000000,"""map""",,,,4.725642148322232,5.273943859142654,0.0,,0.0,0.0,0.016030307419663083,0.9998715063667086,"[0.0045058853907988805, 5.294523050380917e-05, 0.0, 0.0, 0.0, 0.0, 5.294523050380917e-05, 0.00442906646819452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001361059621043595]"
1603890000000,,38,,1603,870000000,"""map""",,,,4.97594170371871,5.281794531416347,0.0,,0.0,0.0,0.02137649515781863,0.9997714966204867,"[0.004657788974746779, -2.2980424638774366e-06, 0.0, 0.0, 0.0, 0.0, -2.298042470982864e-06, 0.004265713822118045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001224747063314039]"
1604720000000,,39,,1604,670000000,"""map""",,,,5.2240286301943035,5.288315965255305,0.0,,0.0,0.0,0.02103670752801152,0.9997787039822267,"[0.004528454304956853, 0.00027221812704425474, 0.0, 0.0, 0.0, 0.0, 0.00027221812704425474, 0.003982923159917107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011458789637642504]"
1605700000000,,40,,1605,670000000,"""map""",,,,5.472103027660275,5.3024855432148605,0.0,,0.0,0.0,0.019868295808862978,0.999802605928616,"[0.004608278818579947, 0.00026084839204543186, 0.0, 0.0, 0.0, 0.0, 0.00026084839204543186, 0.0040707646154558574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012060287333474783]"
